"","probability_of_goal","is_goal","matchId","lastName","eventSec","angle","x","y","is_through","is_counter","preceding_pass","rank"
"3949",0.104768,0,2500013,"Ince",2326.272,24.18145,91,63,0,0,"Cross",2614
"4597",0.104768,0,2500064,"Alves Soares",2342.581,24.18145,91,63,0,0,"Cross",2615
"4957",0.104768,0,2500095,"Ward-Prowse",1462.48,24.18145,91,63,0,0,"Air duel",2616
"527",0.1046987,0,2499756,"Shaqiri",1672.309,17.55322,79,41,0,0,"Simple pass",2617
"836",0.1046987,0,2499779,"Surman",1627.684,17.55322,79,41,0,0,"Simple pass",2618
"2209",0.1046987,0,2499885,"Sigur\u00f0sson",1335.058,17.55322,79,41,0,0,"Simple pass",2619
"2354",0.1046987,0,2499896,"Masuaku",196.9934,17.55322,79,41,0,0,"Ground defending duel",2620
"2622",0.1046987,0,2499915,"De Bruyne",1554.507,17.55322,79,41,0,0,"Ground defending duel",2621
"3705",0.1046987,0,2499995,"Man\u00e9",2031.177,17.55322,79,41,0,0,"Simple pass",2622
"4047",0.1046987,0,2500022,"Iheanacho",1185.15,17.55322,79,59,0,0,"Ground defending duel",2623
"180",0.1045826,0,2499731,"Sanmart\u00edn Mato",2297.785,24.13582,86,59,0,0,"Air duel",2624
"1226",0.1045826,0,2499809,"Cook",2840.925,24.13582,86,41,0,0,"Simple pass",2625
"1784",0.1045826,0,2499853,"de Andrade",2804.928,24.13582,86,41,0,0,"Cross",2626
"341",0.1045751,0,2499743,"Henderson",540.822,24.13398,85,57,0,0,"Ground attacking duel",2627
"4848",0.1045751,0,2500085,"Otamendi",2891.533,24.13398,85,57,0,0,"Simple pass",2628
"1219",0.1045414,0,2499809,"Bakayoko",517.2944,17.51449,81,37,0,0,"Ground loose ball duel",2629
"2673",0.1045414,0,2499918,"Davies",1382.97,17.51449,81,63,0,0,"Ground defending duel",2630
"892",0.1044119,0,2499784,"Mati\u0107",610.146,17.48257,78,44,0,0,"Simple pass",2631
"371",0.1040683,0,2499745,"Ritchie",1066.289,17.3977,89,68,0,0,"Ground defending duel",2632
"628",0.1040683,0,2499763,"Alexander-Arnold",2327.722,17.3977,89,68,0,0,"Cross",2633
"1271",0.1040683,0,2499813,"Zaha",1925.088,17.3977,89,32,0,0,"Ground attacking duel",2634
"1790",0.1040683,0,2499853,"Lukaku Menama",1807.991,17.3977,89,32,0,0,"Ground defending duel",2635
"1869",0.1040683,0,2499859,"King",298.0853,17.3977,89,32,0,0,"Ground attacking duel",2636
"1000",0.1040217,0,2499792,"Chadli",1020.767,23.99737,84,46,0,0,"High pass",2637
"3433",0.1040217,0,2499974,"Clucas",764.6749,23.99737,84,54,0,0,"Cross",2638
"1364",0.1040041,1,2499822,"De Bruyne",1086.626,17.38181,85,33,0,0,"Simple pass",2639
"3496",0.1040041,1,2499979,"Hazard",1517.768,17.38181,85,67,0,0,"Ground attacking duel",2640
"3630",0.1040041,1,2499990,"Mota Veiga de Carvalho e Silva",844.9432,17.38181,85,67,0,0,"Ground attacking duel",2641
"2583",0.103883,0,2499912,"Ince",381.09,17.35184,88,68,0,0,"Ground attacking duel",2642
"2970",0.103883,0,2499940,"Borges da Silva",1783.655,17.35184,88,68,0,0,"Ground attacking duel",2643
"3325",0.103883,0,2499966,"Phillips",2770.793,17.35184,88,32,0,0,"Ground defending duel",2644
"3653",0.103883,0,2499992,"Tadi\u0107",705.2577,17.35184,88,32,0,0,"Simple pass",2645
"4192",0.103883,0,2500032,"Salah Ghaly",1652.574,17.35184,88,68,0,0,"Ground defending duel",2646
"3305",0.1038462,0,2499965,"Hoedt",1915.272,23.95388,99,58,0,0,"Air duel",2647
"5",0.1036998,0,2499719,"Kola\u0161inac",1583.298,17.3064,90,32,0,0,"Air duel",2648
"2875",0.1036998,0,2499933,"Gray",2294.841,17.3064,90,68,0,0,"Ground defending duel",2649
"3925",0.1036998,0,2500011,"Hazard",555.6098,17.3064,90,32,1,0,"Smart pass",2650
"1526",0.1036764,0,2499833,"Cabaye",1663.231,17.3006,78,57,0,0,"Simple pass",2651
"2889",0.1035876,0,2499935,"Tadi\u0107",90.50259,17.27854,80,38,0,0,"Simple pass",2652
"313",0.103569,0,2499741,"Townsend",1087.394,17.27392,79,60,1,0,"Smart pass",2653
"2223",0.103569,0,2499886,"Ward-Prowse",2319.002,17.27392,79,40,0,0,"Ground loose ball duel",2654
"4630",0.103569,0,2500067,"Hughes",2521.102,17.27392,79,60,0,0,"Air duel",2655
"366",0.1033616,0,2499745,"Antonio",1909.269,17.22237,77,51,0,0,"Ground attacking duel",2656
"2559",0.1033616,0,2499911,"Wilshere",1207.052,17.22237,77,49,0,0,"Ground defending duel",2657
"2854",0.1033616,0,2499932,"Herrera Ag\u00fcera",2025.652,17.22237,77,49,0,0,"Ground attacking duel",2658
"757",0.1033236,0,2499773,"Can",700.1978,23.82409,94,37,0,0,"Air duel",2659
"1211",0.1033236,0,2499808,"Reid",2484.521,23.82409,94,37,0,0,"Ground loose ball duel",2660
"19",0.1033236,1,2499719,"Ramsey",2231.12,23.82409,94,63,0,0,"Simple pass",2661
"1068",0.1033236,0,2499797,"Defoe",1923.515,23.82409,94,63,1,0,"Smart pass",2662
"2657",0.1033236,1,2499917,"Mahrez",2191.355,23.82409,94,63,0,0,"Cross",2663
"3345",0.1033236,0,2499968,"Dier",2379.348,23.82409,94,63,0,0,"Air duel",2664
"3808",0.1033236,0,2500002,"Morgan",1171.62,23.82409,94,63,0,0,"Air duel",2665
"2844",0.1032795,0,2499931,"Barnes",2121.766,17.20193,87,68,0,0,"Simple pass",2666
"3963",0.1032795,0,2500014,"Barbosa de Oliveira",1685.076,17.20193,87,68,0,0,"Ground defending duel",2667
"566",0.1032795,0,2499759,"Pugh",1200.406,17.20193,87,32,0,0,"Ground attacking duel",2668
"1659",0.1032795,0,2499844,"de Andrade",775.9735,17.20193,87,32,0,0,"Ground defending duel",2669
"1198",0.1031377,0,2499807,"Dannemann Eriksen",1031.545,17.16659,82,35,0,0,"Air duel",2670
"1301",0.1031024,0,2499816,"Lukaku Menama",1654.746,17.15779,93,33,0,0,"Ground defending duel",2671
"3468",0.1031024,0,2499977,"Giroud",3038.366,17.15779,93,33,0,0,"Air duel",2672
"217",0.1031024,0,2499734,"da Silva",1902.121,17.15779,93,67,1,0,"Smart pass",2673
"4639",0.1030417,0,2500068,"McClean",253.2202,17.14265,83,34,0,0,"Simple pass",2674
"840",0.1029425,0,2499779,"Vardy",2579.771,17.11788,77,47,0,0,"Simple pass",2675
"221",0.1029071,0,2499735,"Tackie Mensah Welbeck",1136.13,23.72021,97,39,0,0,"High pass",2676
"2177",0.1028705,0,2499882,"Hern\u00e1ndez Balc\u00e1zar",2664.953,23.71108,90,37,1,0,"Smart pass",2677
"575",0.1028705,0,2499760,"Lacazette",991.5536,23.71108,90,63,0,0,"Cross",2678
"3148",0.1028705,0,2499953,"Gray",1305.361,23.71108,90,63,0,0,"Simple pass",2679
"3185",0.1028705,1,2499956,"Allen",460.6208,23.71108,90,63,0,0,"Cross",2680
"4193",0.1028705,0,2500032,"Barbosa de Oliveira",2268.744,23.71108,90,63,0,0,"Cross",2681
"384",0.1028515,0,2499746,"Berg Gu\u00f0munds\u00adson",2679.797,17.09514,78,58,0,0,"Ground defending duel",2682
"1565",0.1028515,0,2499836,"Shelvey",2593.773,17.09514,78,42,0,0,"Simple pass",2683
"3268",0.1028515,0,2499962,"Rodr\u00edguez Ledesma",1709.497,17.09514,78,58,0,0,"High pass",2684
"3374",0.1027969,0,2499970,"Mkhitaryan",634.818,17.08149,81,36,0,0,"Simple pass",2685
"4604",0.1027969,0,2500065,"De Bruyne",1919.019,17.08149,81,64,0,0,"Ground defending duel",2686
"1137",0.1026225,0,2499803,"Atsu Twasam",1978.667,17.03785,91,32,0,0,"Ground loose ball duel",2687
"1744",0.1026225,1,2499850,"\u00d6zil",1604.299,17.03785,91,32,1,0,"Smart pass",2688
"1824",0.1026225,0,2499856,"Cresswell",411.4596,17.03785,91,32,0,0,"Simple pass",2689
"2071",0.1026225,0,2499874,"Gayle",1977.309,17.03785,91,32,1,0,"Smart pass",2690
"2338",0.102581,0,2499895,"De Bruyne",1474.472,17.02746,77,46,0,0,"Ground attacking duel",2691
"3257",0.102581,0,2499962,"Rodr\u00edguez Ledesma",872.8956,17.02746,77,46,0,0,"Simple pass",2692
"4624",0.102581,0,2500066,"Berg Gu\u00f0munds\u00adson",2847.717,17.02746,77,46,0,0,"Ground attacking duel",2693
"1160",0.1023722,1,2499805,"Surman",916.2427,16.97509,79,61,0,0,"Simple pass",2694
"2346",0.1023722,0,2499895,"Son",1119.05,16.97509,79,61,0,0,"Ground defending duel",2695
"4641",0.1023709,1,2500068,"Salah Ghaly",1577.466,16.97477,86,32,0,0,"Simple pass",2696
"71",0.1023632,0,2499723,"Diouf",1765.445,23.58401,87,61,0,0,"Ground defending duel",2697
"1834",0.1023632,0,2499857,"Rosa",1140.098,23.58401,87,39,0,0,"Simple pass",2698
"2567",0.1023632,1,2499911,"S\u00e1nchez S\u00e1nchez",1018.749,23.58401,87,39,0,0,"Simple pass",2699
"3057",0.1023632,1,2499947,"Ward-Prowse",1198.617,23.58401,87,61,0,0,"Simple pass",2700
"3536",0.1023632,0,2499982,"Vardy",2772.839,23.58401,87,39,0,0,"Air duel",2701
"4118",0.1023632,0,2500027,"Wanyama",1467.93,23.58401,87,61,0,0,"Simple pass",2702
"2912",0.102309,0,2499936,"Diam\u00e9",2288.523,23.57039,85,42,0,0,"Ground attacking duel",2703
"518",0.1021233,0,2499755,"Boufal",731.589,16.91255,77,55,0,0,"Ground defending duel",2704
"27",0.1020954,0,2499720,"Dunk",2675.107,23.51671,88,38,0,0,"Air duel",2705
"457",0.1020954,0,2499750,"Gibbs",2656.439,23.51671,88,38,0,0,"Air duel",2706
"799",0.1020954,0,2499776,"Morata Mart\u00edn",2466.275,23.51671,88,62,0,0,"Ground attacking duel",2707
"1112",0.1020954,0,2499800,"Ramsey",2092.779,23.51671,88,38,0,0,"Ground defending duel",2708
"3726",0.1020954,0,2499997,"Rooney",1334.621,23.51671,88,62,0,0,"Air duel",2709
"5013",0.1020954,0,2500098,"Walcott",2377.198,23.51671,88,62,1,0,"Smart pass",2710
"1209",0.1018838,0,2499808,"Murray",1687.303,23.46342,96,62,1,0,"Smart pass",2711
"2332",0.1018838,0,2499894,"Benteke Liolo",2065.837,23.46342,96,38,0,0,"Cross",2712
"4096",0.1018838,0,2500025,"Calvert-Lewin",2456.398,23.46342,96,38,1,0,"Smart pass",2713
"1078",0.1015744,0,2499798,"Xhaka",2619.751,16.77415,77,44,0,0,"Simple pass",2714
"2122",0.1015744,0,2499878,"Hazard",2333.944,16.77415,77,44,0,0,"Simple pass",2715
"2888",0.1015407,0,2499935,"Long",11.61605,23.37682,86,40,0,0,"Ground attacking duel",2716
"2696",0.1015407,1,2499920,"Rodr\u00edguez Ledesma",1377.121,23.37682,86,60,0,0,"Ground attacking duel",2717
"3905",0.1015407,0,2500010,"Doucour\u00e9",666.355,23.37682,86,60,0,0,"Simple pass",2718
"854",0.1012534,0,2499780,"S\u00e1nchez S\u00e1nchez",1200.082,23.3041,84,44,0,0,"Simple pass",2719
"1026",0.1012534,0,2499794,"De Bruyne",2759.315,23.3041,84,56,0,0,"Simple pass",2720
"1943",0.1012485,0,2499865,"Sterling",1589.755,16.69168,85,68,0,0,"Ground defending duel",2721
"3299",0.1011399,0,2499964,"N'Koudou Mbida",2756.14,16.66414,82,66,0,0,"Ground defending duel",2722
"191",0.1011201,0,2499733,"Sturridge",1643.578,16.65911,79,38,0,0,"Ground attacking duel",2723
"3889",0.1011201,0,2500009,"Mousset",2038.141,16.65911,79,62,0,0,"Simple pass",2724
"203",0.1010408,0,2499733,"Salah Ghaly",2729.153,16.63898,81,65,0,0,"Ground defending duel",2725
"1637",0.1010408,0,2499842,"Salah Ghaly",2437.195,16.63898,81,65,0,0,"Ground attacking duel",2726
"1737",0.1010408,0,2499850,"Mouni\u00e9",2312.131,16.63898,81,65,0,0,"Ground defending duel",2727
"3143",0.1009695,0,2499952,"Krychowiak",3116.685,16.62086,78,40,0,0,"Ground attacking duel",2728
"3179",0.1009695,0,2499955,"Demb\u00e9l\u00e9",1452.852,16.62086,78,40,0,0,"Ground loose ball duel",2729
"4374",0.1009695,0,2500045,"Pogba",222.444,16.62086,78,40,0,0,"Simple pass",2730
"4938",0.1009695,0,2500094,"Diam\u00e9",1230.189,16.62086,78,60,0,0,"Ground defending duel",2731
"501",0.1009401,0,2499754,"Henderson",1377.778,16.61338,77,57,0,0,"Air duel",2732
"3347",0.1007447,0,2499968,"Son",233.0415,23.17487,83,50,0,0,"Ground defending duel",2733
"4218",0.1007447,0,2500034,"Lingard",928.3769,23.17487,83,50,0,0,"Cross",2734
"1770",0.1006716,0,2499852,"Rose",2180.54,16.54507,92,32,0,0,"High pass",2735
"3981",0.1006716,0,2500016,"San\u00e9",2478.801,16.54507,92,32,0,0,"Cross",2736
"4170",0.1006716,0,2500030,"Vardy",1570.841,16.54507,92,32,0,0,"Cross",2737
"4454",0.1006716,0,2500052,"Wilson",2287.403,16.54507,92,32,0,0,"High pass",2738
"2276",0.1006716,0,2499890,"Beller\u00edn Moruno",1577.532,16.54507,92,68,0,0,"High pass",2739
"299",0.1006216,0,2499740,"Williams",2144.949,23.14351,83,49,0,0,"Air duel",2740
"2435",0.1006216,0,2499901,"Mee",1535.922,23.14351,83,51,0,0,"Air duel",2741
"4606",0.1006216,0,2500065,"G\u00fcndo\u011fan",2760.828,23.14351,83,51,0,0,"Simple pass",2742
"4758",0.1006216,0,2500078,"G\u00fcndo\u011fan",924.0107,23.14351,83,51,0,0,"Simple pass",2743
"443",0.1006026,0,2499750,"Knockaert",1189.109,16.5275,76,50,0,0,"Simple pass",2744
"3282",0.1006026,0,2499964,"Nunes do Nascimento",1002.377,16.5275,76,50,0,0,"Ground attacking duel",2745
"3736",0.1005792,0,2499998,"Barry",552.9467,16.52153,80,64,0,0,"Ground defending duel",2746
"253",0.1005792,0,2499737,"Moreira Marinho",1197.354,16.52153,80,36,0,0,"Simple pass",2747
"1123",0.1005571,0,2499801,"Young",489.9518,16.51588,76,51,0,0,"Simple pass",2748
"1342",0.1005571,0,2499819,"Herrera Ag\u00fcera",1388.955,16.51588,76,51,0,0,"Air duel",2749
"1798",0.1005571,0,2499854,"Hayden",2077.31,16.51588,76,49,0,0,"Ground loose ball duel",2750
"4133",0.1004767,0,2500027,"Dummett",3023.018,23.10656,89,37,0,0,"Air duel",2751
"1107",0.1004767,0,2499800,"Keane",114.0619,23.10656,89,63,0,0,"Air duel",2752
"2259",0.1004767,0,2499889,"Defoe",2292.592,23.10656,89,63,1,0,"Smart pass",2753
"2813",0.1004767,0,2499929,"Morata Mart\u00edn",1467.233,23.10656,89,63,0,0,"Ground attacking duel",2754
"4280",0.1004767,0,2500039,"Wilson",1709.862,23.10656,89,63,0,0,"Cross",2755
"1114",0.1004209,0,2499800,"Xhaka",2309.004,16.48113,76,52,0,0,"Ground defending duel",2756
"1746",0.1004209,0,2499850,"Xhaka",2211.099,16.48113,76,52,0,0,"Simple pass",2757
"3852",0.1003146,0,2500006,"Ayew Pel\u00e9",1833.167,16.45398,88,69,0,0,"Ground defending duel",2758
"4718",0.1003146,0,2500075,"Bertrand",1450.822,16.45398,88,31,0,0,"Ground attacking duel",2759
"3013",0.1002549,1,2499944,"Martial",2255.742,23.0499,83,52,0,0,"Simple pass",2760
"4616",0.1002549,1,2500066,"N'Diaye",609.7462,23.0499,83,52,0,0,"Ground defending duel",2761
"4687",0.1002549,1,2500073,"Mkhitaryan",335.5473,23.0499,83,52,0,0,"Simple pass",2762
"441",0.1001955,0,2499750,"March",124.0514,16.42353,76,53,0,0,"Air duel",2763
"987",0.1001955,0,2499791,"Townsend",2325.351,16.42353,76,47,0,0,"Simple pass",2764
"4191",0.1001955,0,2500032,"Barbosa de Oliveira",868.3593,16.42353,76,47,0,0,"Simple pass",2765
"1982",0.1001731,0,2499868,"Zaha",2737.163,16.41781,89,31,0,0,"Air duel",2766
"3008",0.1001731,0,2499944,"Shaqiri",643.0507,16.41781,89,69,0,0,"High pass",2767
"3189",0.1001731,0,2499956,"Shaqiri",1303.692,16.41781,89,69,0,0,"Ground attacking duel",2768
"3231",0.1001731,0,2499959,"Barbosa de Oliveira",2142.821,16.41781,89,31,0,0,"High pass",2769
"3455",0.1001731,0,2499977,"Rodr\u00edguez Ledesma",2789.303,16.41781,89,31,0,0,"Ground defending duel",2770
"3951",0.1000392,0,2500013,"Mouni\u00e9",2850.488,16.38351,87,31,0,0,"Simple pass",2771
"4247",0.1000392,0,2500036,"Tadi\u0107",973.9417,16.38351,87,69,0,0,"Ground attacking duel",2772
"1232",0.09993116,0,2499810,"Clucas",2379.02,16.35583,78,39,0,0,"Ground attacking duel",2773
"4113",0.09993116,0,2500026,"Ki",2427.488,16.35583,78,39,0,0,"Air duel",2774
"4537",0.09993116,0,2500059,"Herrera Ag\u00fcera",916.7968,16.35583,78,61,0,0,"Simple pass",2775
"1084",0.09990764,0,2499798,"Giroud",2887.905,22.96098,85,41,0,0,"Cross",2776
"1466",0.09990764,0,2499829,"Surman",2438.399,22.96098,85,59,0,0,"Cross",2777
"1333",0.09988324,0,2499819,"Lukaku Menama",936.5761,16.34354,76,46,0,0,"Ground defending duel",2778
"1444",0.09988324,0,2499828,"Lanzini",2803.739,16.34354,76,46,0,0,"Simple pass",2779
"1633",0.09988324,0,2499842,"Salah Ghaly",574.7687,16.34354,76,54,0,0,"Simple pass",2780
"2605",0.09988324,0,2499913,"Lallana",2567.83,16.34354,76,54,0,0,"Ground attacking duel",2781
"2654",0.09988324,0,2499916,"Gabbiadini",2849.371,16.34354,76,46,0,0,"Simple pass",2782
"2855",0.09988324,0,2499932,"Mata Garc\u00eda",77.24002,16.34354,76,46,0,0,"Ground attacking duel",2783
"1651",0.09982413,0,2499843,"Young",452.2703,16.32837,79,37,0,0,"Ground attacking duel",2784
"2196",0.09965251,0,2499884,"Defoe",1713.682,22.89547,83,47,0,0,"Simple pass",2785
"2857",0.09965251,1,2499932,"Martial",673.665,22.89547,83,53,0,0,"Simple pass",2786
"3588",0.09965251,1,2499986,"Ki",2154.903,22.89547,83,53,0,0,"Simple pass",2787
"4593",0.09965251,0,2500064,"Mahrez",392.5223,22.89547,83,53,0,0,"Simple pass",2788
"39",0.0995668,0,2499721,"Batshuayi Tunga",477.6466,22.87343,84,43,0,0,"Ground attacking duel",2789
"3120",0.0995668,0,2499951,"Martial",2766.002,22.87343,84,43,0,0,"Ground defending duel",2790
"2833",0.09949968,0,2499931,"Barnes",481.735,16.24498,90,31,0,0,"Simple pass",2791
"3026",0.09949968,0,2499944,"Rashford",2663.384,16.24498,90,31,0,0,"Ground defending duel",2792
"3827",0.09949968,0,2500004,"Jim\u00e9nez Silva",604.7311,16.24498,90,31,0,0,"Ground attacking duel",2793
"4633",0.09949968,0,2500067,"de Andrade",2062.987,16.24498,90,31,0,0,"Simple pass",2794
"252",0.09948736,0,2499737,"Demb\u00e9l\u00e9",1117.587,16.24181,76,55,0,0,"Ground defending duel",2795
"773",0.09948736,0,2499774,"van Aanholt",690.545,16.24181,76,45,0,0,"Head pass",2796
"2865",0.09948736,0,2499933,"L\u00f6we",55.27366,16.24181,76,45,0,0,"Ground attacking duel",2797
"1231",0.09944669,0,2499810,"Kola\u0161inac",1570.398,16.23133,86,31,0,0,"Simple pass",2798
"1884",0.09944669,0,2499860,"Iwobi",2191.181,16.23133,86,31,0,0,"Simple pass",2799
"2919",0.09944669,0,2499937,"Olsson",2367.567,16.23133,86,31,0,0,"Cross",2800
"1049",0.09944206,0,2499795,"Atsu Twasam",1260.948,16.23014,77,59,0,0,"Ground defending duel",2801
"1212",0.09944206,0,2499809,"Rodr\u00edguez Ledesma",512.9827,16.23014,77,41,0,0,"Ground attacking duel",2802
"3985",0.09944206,0,2500016,"San\u00e9",813.3177,16.23014,77,59,0,0,"Ground defending duel",2803
"4743",0.09944206,0,2500077,"Hughes",1978.639,16.23014,77,59,0,0,"Air duel",2804
"2932",0.09928615,0,2499938,"Carroll",1360.995,16.18996,81,66,0,0,"Ground attacking duel",2805
"3131",0.09928615,0,2499952,"Kenny",2238.965,16.18996,81,66,0,0,"Ground attacking duel",2806
"615",0.09916915,0,2499763,"Sturridge",75.34204,16.15977,82,33,0,0,"Ground attacking duel",2807
"1886",0.09916915,0,2499860,"Kola\u0161inac",2617.298,16.15977,82,33,0,0,"Head pass",2808
"3672",0.09916915,0,2499994,"James",112.3595,16.15977,82,67,0,0,"Air duel",2809
"1842",0.09904126,0,2499857,"G\u00fcndo\u011fan",513.8206,16.12673,80,35,0,0,"Ground defending duel",2810
"1924",0.09904126,0,2499863,"Ince",808.825,16.12673,80,65,0,0,"Simple pass",2811
"3613",0.09904126,0,2499988,"de Andrade",2108.905,16.12673,80,65,0,0,"Simple pass",2812
"4124",0.09904126,0,2500027,"Ritchie",2416.593,16.12673,80,65,0,0,"Simple pass",2813
"2199",0.09901184,0,2499884,"Fraser",2929.611,16.11912,76,44,0,0,"Simple pass",2814
"3760",0.09901184,0,2499999,"Knockaert",611.3621,16.11912,76,56,0,0,"Air duel",2815
"4808",0.09901184,0,2500082,"Man\u00e9",1388.473,16.11912,76,44,0,0,"Simple pass",2816
"3354",0.09884068,0,2499969,"Allen",255.237,16.07484,78,62,0,0,"Air duel",2817
"224",0.09882719,0,2499735,"Beller\u00edn Moruno",1941.282,22.68253,83,46,0,0,"Simple pass",2818
"378",0.09882719,0,2499745,"P\u00e9rez Guti\u00e9rrez",2837.478,22.68253,83,46,0,0,"Simple pass",2819
"1655",0.09882719,0,2499843,"Ibrahimovi\u0107",2606.238,22.68253,83,54,0,0,"Simple pass",2820
"497",0.09868063,0,2499754,"de Jesus",195.7058,22.64455,87,62,0,0,"Air duel",2821
"556",0.09868063,0,2499758,"Carroll",186.7807,22.64455,87,38,0,0,"Cross",2822
"1970",0.09868063,0,2499866,"Shaqiri",2671.19,22.64455,87,62,0,0,"Simple pass",2823
"2896",0.09868063,0,2499935,"Benteke Liolo",1190.603,22.64455,87,62,0,0,"Ground attacking duel",2824
"3241",0.09868063,0,2499960,"Clucas",316.35,22.64455,87,38,0,0,"Cross",2825
"4217",0.09868063,0,2500034,"Lukaku Menama",623.7776,22.64455,87,62,0,0,"Simple pass",2826
"4257",0.09868063,1,2500037,"Pereyra",205.1945,22.64455,87,38,0,0,"Simple pass",2827
"4962",0.09868063,0,2500096,"Routledge",1062.241,22.64455,87,38,0,0,"Ground defending duel",2828
"827",0.09863276,0,2499779,"Stanislas",479.9241,16.02095,83,68,0,0,"Ground defending duel",2829
"4751",0.09863276,0,2500078,"Sterling",1572.627,16.02095,83,68,0,0,"Ground defending duel",2830
"512",0.09859297,1,2499754,"San\u00e9",2737.243,16.01063,77,60,0,0,"Simple pass",2831
"1976",0.09859297,0,2499867,"Capoue",2152.947,16.01063,77,60,0,0,"Ground defending duel",2832
"3953",0.09859297,0,2500013,"Ince",711.6816,16.01063,77,60,0,0,"Ground attacking duel",2833
"2669",0.09851715,0,2499918,"Barry",2626.486,22.60212,95,37,0,0,"Air duel",2834
"2363",0.09851715,0,2499896,"Shawcross",418.1911,22.60212,95,63,0,0,"High pass",2835
"2774",0.09851715,0,2499926,"Kouyat\u00e9",1889.339,22.60212,95,63,0,0,"Cross",2836
"1647",0.09846694,0,2499843,"Lukaku Menama",2087.947,22.58908,92,36,0,0,"Air duel",2837
"4135",0.09846694,0,2500028,"Kouyat\u00e9",945.6416,22.58908,92,36,0,0,"Air duel",2838
"4346",0.09846694,0,2500042,"Cahill",2804.152,22.58908,92,36,0,0,"Air duel",2839
"4410",0.09846694,0,2500048,"McClean",2892.4,22.58908,92,36,0,0,"Air duel",2840
"433",0.09846694,0,2499749,"Ramsey",700.9925,22.58908,92,64,1,0,"Smart pass",2841
"931",0.09846694,0,2499786,"Alves Soares",2885.128,22.58908,92,64,0,0,"Simple pass",2842
"1463",0.09846694,0,2499829,"Wilson",1137.601,22.58908,92,64,0,0,"Air duel",2843
"1853",0.09846694,0,2499858,"Diouf",1121.909,22.58908,92,64,0,0,"Air duel",2844
"2724",0.09846694,0,2499922,"Vokes",2772.746,22.58908,92,64,0,0,"Air duel",2845
"1462",0.09846576,0,2499829,"van La Parra",1085.868,22.58878,86,39,0,0,"Cross",2846
"2464",0.09846576,0,2499904,"Stanislas",554.4651,22.58878,86,61,0,0,"Cross",2847
"4339",0.09846576,0,2500042,"Moses",330.2178,22.58878,86,61,0,0,"Simple pass",2848
"1540",0.09846134,1,2499834,"De Bruyne",192.2285,15.97645,76,43,0,0,"Ground defending duel",2849
"2716",0.09846134,0,2499922,"Hogg",535.9374,15.97645,76,43,0,0,"Air duel",2850
"2890",0.09846134,0,2499935,"Townsend",348.9449,15.97645,76,57,0,0,"Ground attacking duel",2851
"412",0.09834106,0,2499747,"Carrillo D\u00edaz",2627.298,22.55636,91,36,0,0,"Cross",2852
"533",0.09834106,0,2499756,"Rodr\u00edguez Ruiz",1014.407,22.55636,91,36,0,0,"Cross",2853
"657",0.09834106,0,2499765,"Choupo-Moting",2476.028,22.55636,91,64,0,0,"Air duel",2854
"1069",0.09834106,0,2499797,"King",1955.333,22.55636,91,36,0,0,"Air duel",2855
"2127",0.09834106,0,2499879,"Diouf",1660.134,22.55636,91,64,0,0,"Ground attacking duel",2856
"2858",0.09834106,0,2499932,"Pogba",1076.798,22.55636,91,36,0,0,"Ground attacking duel",2857
"3486",0.09834106,1,2499979,"Hazard",1448.45,22.55636,91,64,0,0,"Simple pass",2858
"4279",0.09834106,0,2500039,"Francis",411.3984,22.55636,91,64,0,0,"Air duel",2859
"4281",0.09834106,0,2500039,"Pugh",1799.033,22.55636,91,36,0,0,"Air duel",2860
"4589",0.09834106,1,2500063,"Walcott",305.6008,22.55636,91,36,0,0,"Ground defending duel",2861
"4705",0.09834106,0,2500074,"Dawson",1128.967,22.55636,91,64,0,0,"Air duel",2862
"1409",0.09816845,1,2499825,"Shaqiri",2306.999,15.90024,91,69,1,0,"Smart pass",2863
"202",0.09816845,0,2499733,"Solanke",2604.178,15.90024,91,31,0,0,"Simple pass",2864
"1413",0.09816845,0,2499825,"Mahrez",453.8322,15.90024,91,31,0,0,"Ground attacking duel",2865
"2659",0.09816845,0,2499917,"de Andrade",2860.901,15.90024,91,31,0,0,"Simple pass",2866
"4890",0.09803204,0,2500090,"McClean",708.3802,15.86468,75,51,0,0,"Ground loose ball duel",2867
"428",0.09791382,0,2499749,"Xhaka",1040.569,15.83383,75,52,1,0,"Smart pass",2868
"1010",0.09791382,0,2499793,"Mati\u0107",1750.245,15.83383,75,52,0,0,"Simple pass",2869
"4988",0.09791382,1,2500097,"Iheanacho",108.7973,15.83383,75,48,0,0,"Ground attacking duel",2870
"1534",0.09784112,0,2499834,"Delph",1250.422,15.81484,76,42,0,0,"Air duel",2871
"4303",0.09784112,0,2500040,"Xhaka",138.5349,15.81484,76,42,0,0,"Simple pass",2872
"1261",0.09783194,0,2499812,"Gayle",2686.539,22.42362,88,37,0,0,"Air duel",2873
"2500",0.09783194,0,2499907,"Zaha",2412.514,22.42362,88,37,0,0,"Cross",2874
"4131",0.09783194,0,2500027,"Sanmart\u00edn Mato",2448.882,22.42362,88,37,0,0,"Cross",2875
"4675",0.09783194,0,2500072,"Wijnaldum",1680.454,22.42362,88,37,0,0,"Cross",2876
"1411",0.09783194,0,2499825,"Choupo-Moting",2612.615,22.42362,88,63,0,0,"Air duel",2877
"1718",0.09783194,0,2499848,"Mahrez",1717.617,22.42362,88,63,0,0,"Ground attacking duel",2878
